Tweet,Emotion
wsjnordics you make the world more joyful place thenicebot,joy
her finger slide along your thigh caressing the skin before she leaning down down down and the first lick is teasing playful,joy
update have yet to hang out with miselizajane but m still hopeful,joy
every dancer dream song worldpower,anger
i can i scared bee terrify me,fear
some mexican lady irritate the fuck outta me have their own lil preschool of fucking kid for the welfare amp allllat smh,anger
i blame the whole season on natalie the season would have been so different had she not turned her back on her alliance pissed bitter,anger
omg someone asked them to sit and they reluctantly moved with huff biiitttccchhhhhh,anger
whisper cannot frown,sadness
bosnaud so scared to ruffle feather he resorted to writing in cryptic code unclecamscabin,anger
a joyous first webiversary web mitzvah to smithsonian weipoints brianwolly jackie_mansky bethpylieberman bilbo mazeltov,joy
billradkeradio is not fan of the beat happening but that not to discourage aspiring other olympia musician kuowrecord,sadness
senpai_vanilla this would be the height of hilarity were it not for the fact that the adult swan is highly likely to attack,joy
brad pitt being investigated for child abuse this all just got really dark,sadness
cp and hope when the police met him at the subway that they took him straight to jail awful,fear
bjerkedanielle funnysayings lol that hilarious,joy
it feel like we lost family member,sadness
leave it on there rule nimber of carpet cleaning worsethananatomicbomb accidentlyspillbeeronthecarpet,anger
got tip from drunk uber passenger today get parking ticket d blame karma but my dumb as forgot to pay the meter rage,anger
sixth form see you at in the morning revolting child yr assembly,fear
even death is unreliable instead of zero it may be some ghastly hallucination such a the square root of minus one samuel beckett,fear
manutd it wa terrible freekick,fear
most of profitable fx money manager client don mind with high profit share we take since they are very happy with the return they make,joy
pixietangerine hatersbackoff im so exited am shaking so much and im so pround of colleen and the fandom everyone is amazing,fear
sometimes it take sadness to know happiness noise to appreciate silence and absence to value presence,sadness
justyne_haley it doe if one person ruin season for me will be so angry,anger
in other news my leg hurt running kinmins dreadful flatfoot,fear
you know cyran still hasn done makeup based on jeongguk tiddy like suggested and m offended,anger
thehill george establishment is unhappy trump campaign branded his son low energy but he could not have beaten the others either,sadness
wow one of my dad top favorite throwback rapper just died in fiery car crash today in atlanta so sad so sad,anger
the sad moment when hand in an exam knowing failed and grieve by eating and sleeping,sadness
now they fret about scuff ll take scuff which come in for phone can use wet handed or drop in toilet any day,sadness
okay you ve annoyed me you haven done good job there at all,anger
tampabayray cried with laughter,joy
i polished my nail but can find the polish remover it look like yr old polished my nail lol horrible,fear
dailyjoshleen ka like the start of cake and then like saying if that make sense,fear
q amp with christie westernuhistory fr marybethstart what would peter and dardanella think of u knowing poorthings shy,fear
yonahimes they never posted stuff like this ni mean wa able to scroll over it so it wasnt big deal but it wa shocking,fear
the book that can start improving your relationship tonight taking you on journey of fun laughter romance and metaphysics htt,joy
nawaz sharif is getting more funnier than kapilsharmak day by day challenge kashmir baloch,joy
spotted_hrse m spry though,joy
for team a big a bayern and the they like to play football their pitch is fucking dreadful certainly no emirate pitch anyway,fear
stevestratford paultowheyjr classicdrwho bbc bbcdoctorwho all those will get animated imo companion change monster classic,joy
sting is just too damn earnest for early morning listening,anger
at my funeral when they close the casket want them to play call recording ha completed glenewing lost podcasting talkshoe,sadness
not sure that men can handle woman that got her crap together intimidation independent,fear
charles_gaba no am probably the person most likely to completely understand how gobsmacked you were to learn how true that is sadly,sadness
